customer_id,facility_id,unit_id,temperature,timestamp,sensor_id,set_temperature,size,size_unit,city,country,quality_score,storage_room,degrees
G,facility_G_1,unit_G_1_1,-23.74,2025-04-30 11:39:29,sensor_freezer_unit_1_4,-23.8,8872,sqft,Birmingham,England,0.8557581785234586,Freezer Unit 1,F
G,facility_G_1,unit_G_1_2,-9.78,2025-04-30 11:39:29,sensor_freezer_unit_2_3,-10.0,7077,sqft,Birmingham,England,0.830100368840835,Freezer Unit 2,F
G,facility_G_2,unit_G_2_1,-14.07,2025-04-30 11:39:29,sensor_freezer_unit_1_3,-14.2,2542,sqft,Birmingham,England,0.8594876846587298,Freezer Unit 1,F
G,facility_G_2,unit_G_2_2,-21.46,2025-04-30 11:39:29,sensor_freezer_unit_2_1,-21.7,9756,sqft,Birmingham,England,0.8657508779423336,Freezer Unit 2,F
G,facility_G_2,unit_G_2_3,-1.47,2025-04-30 11:39:29,sensor_unknown_456,-1.5,7768,sqft,Birmingham,England,0.8687006550279035,Freezer Unit 3,F
G,facility_G_2,unit_G_2_4,-10.12,2025-04-30 11:39:29,sensor_freezer_unit_4_2,-10.2,1827,sqft,Birmingham,England,0.8492189107656504,Freezer Unit 4,F
G,facility_G_1,unit_G_1_2,-9.69,2025-04-30 11:44:41,sensor_freezer_unit_2_1,-10.0,7077,sqft,Birmingham,England,0.8678950782259042,Freezer Unit 2,F
G,facility_G_2,unit_G_2_4,-9.89,2025-04-30 11:49:08,sensor_freezer_unit_4_2,-10.2,1827,sqft,Birmingham,England,0.8417653909147377,Freezer Unit 4,F
G,facility_G_1,unit_G_1_2,-9.56,2025-04-30 11:49:53,sensor_freezer_unit_2_2,-10.0,7077,sqft,Birmingham,England,0.8424798919578409,Freezer Unit 2,F
G,facility_G_1,unit_G_1_1,-23.55,2025-04-30 11:52:03,sensor_freezer_unit_1_1,-23.8,8872,sqft,Birmingham,England,0.8485901607148867,Freezer Unit 1,F
G,facility_G_2,unit_G_2_1,-13.84,2025-04-30 11:52:08,sensor_freezer_unit_1_4,-14.2,2542,sqft,Birmingham,England,0.8468387698215082,Freezer Unit 1,F
G,facility_G_2,unit_G_2_3,-1.36,2025-04-30 11:52:30,sensor_freezer_unit_3_1,-1.5,7768,sqft,Birmingham,England,0.8488235786124486,Freezer Unit 3,F
G,facility_G_2,unit_G_2_2,-21.23,2025-04-30 11:53:44,sensor_freezer_unit_2_2,-21.7,9756,sqft,Birmingham,England,0.8646526079721607,Freezer Unit 2,F
G,facility_G_1,unit_G_1_2,-9.31,2025-04-30 11:55:05,sensor_freezer_unit_2_2,-10.0,7077,sqft,Birmingham,England,0.8673199089246326,Freezer Unit 2,F
G,facility_G_2,unit_G_2_4,-9.71,2025-04-30 11:58:47,sensor_freezer_unit_4_4,-10.2,1827,sqft,Birmingham,England,0.8568071838195096,Freezer Unit 4,F
G,facility_G_1,unit_G_1_2,-9.42,2025-04-30 12:00:17,sensor_freezer_unit_2_1,-10.0,7077,sqft,Birmingham,England,0.8477847955935468,Freezer Unit 2,F
G,facility_G_1,unit_G_1_1,-23.35,2025-04-30 12:04:37,sensor_freezer_unit_1_1,-23.8,8872,sqft,Birmingham,England,0.8356993219997524,Freezer Unit 1,F
G,facility_G_2,unit_G_2_1,-13.76,2025-04-30 12:04:47,sensor_freezer_unit_1_3,-14.2,2542,sqft,Birmingham,England,0.8571258943756109,Freezer Unit 1,F
G,facility_G_1,unit_G_1_2,-9.31,2025-04-30 12:05:29,sensor_freezer_unit_2_4,-10.0,7077,sqft,Birmingham,England,0.8311539024594041,Freezer Unit 2,F
G,facility_G_2,unit_G_2_3,-1.23,2025-04-30 12:05:31,sensor_freezer_unit_3_1,-1.5,7768,sqft,Birmingham,England,0.8672523342008533,Freezer Unit 3,F
G,facility_G_2,unit_G_2_2,-21.08,2025-04-30 12:07:59,sensor_freezer_unit_2_3,-21.7,9756,sqft,Birmingham,England,0.8572476316635261,Freezer Unit 2,F
G,facility_G_2,unit_G_2_4,-9.56,2025-04-30 12:08:26,sensor_freezer_unit_4_1,-10.2,1827,sqft,Birmingham,England,0.8548876707924913,Freezer Unit 4,F
G,facility_G_1,unit_G_1_2,-9.32,2025-04-30 12:10:41,sensor_unknown_688,-10.0,7077,sqft,Birmingham,England,0.8314965062361296,Freezer Unit 2,F
G,facility_G_1,unit_G_1_2,-9.22,2025-04-30 12:15:53,sensor_unknown_36,-10.0,7077,sqft,Birmingham,England,0.8619730650909739,Freezer Unit 2,F
G,facility_G_1,unit_G_1_1,-23.2,2025-04-30 12:17:11,sensor_freezer_unit_1_1,-23.8,8872,sqft,Birmingham,England,0.8321088362546811,Freezer Unit 1,F
G,facility_G_2,unit_G_2_1,-13.71,2025-04-30 12:17:26,sensor_freezer_unit_1_1,-14.2,2542,sqft,Birmingham,England,0.8656070233186753,Freezer Unit 1,F
G,facility_G_2,unit_G_2_4,-9.59,2025-04-30 12:18:05,sensor_freezer_unit_4_1,-10.2,1827,sqft,Birmingham,England,0.8547173141714262,Freezer Unit 4,F
