customer_id,facility_id,unit_id,temperature,timestamp,sensor_id,set_temperature,size,size_unit,city,country,quality_score,storage_room,degrees
B,facility_B_1,unit_B_1_1,-3.01,2025-04-30 11:39:29,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7415041754236066,,C
B,facility_B_1,unit_B_1_2,-6.7,2025-04-30 11:39:29,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7367766161039312,,C
B,facility_B_1,unit_B_1_1,-2.79,2025-04-30 11:53:15,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7690209153498614,,C
B,facility_B_1,unit_B_1_2,-6.71,2025-04-30 11:59:55,sensor_2_1,-6.9,868,sqm,Sheffield,England,0.7546230875423315,,C
B,facility_B_1,unit_B_1_1,-2.73,2025-04-30 12:07:01,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7334743027778681,,C
B,facility_B_1,unit_B_1_2,-6.64,2025-04-30 12:20:21,sensor_2_1,-6.9,868,sqm,Sheffield,England,0.735875653733842,,C
B,facility_B_1,unit_B_1_1,-2.72,2025-04-30 12:20:47,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7336896798722883,,C
B,facility_B_1,unit_B_1_1,-2.62,2025-04-30 12:34:33,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7542710611410532,,C
B,facility_B_1,unit_B_1_2,-6.61,2025-04-30 12:40:47,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.758081644330683,,C
B,facility_B_1,unit_B_1_1,-2.63,2025-04-30 12:48:19,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7516460722761336,,C
B,facility_B_1,unit_B_1_2,-6.52,2025-04-30 13:01:13,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7343297896570021,,C
B,facility_B_1,unit_B_1_1,-2.54,2025-04-30 13:02:05,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7432949141165094,,C
B,facility_B_1,unit_B_1_1,-2.57,2025-04-30 13:15:51,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.7666861273439599,,C
B,facility_B_1,unit_B_1_2,-6.36,2025-04-30 13:21:39,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.768531068802674,,C
B,facility_B_1,unit_B_1_1,-2.56,2025-04-30 13:29:37,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7530488915399962,,C
B,facility_B_1,unit_B_1_2,-6.24,2025-04-30 13:42:05,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7381871706040652,,C
B,facility_B_1,unit_B_1_1,-2.37,2025-04-30 13:43:23,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7306453578079414,,C
B,facility_B_1,unit_B_1_1,-2.23,2025-04-30 13:57:09,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7332643058693193,,C
B,facility_B_1,unit_B_1_2,-6.29,2025-04-30 14:02:31,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7300764440384464,,C
B,facility_B_1,unit_B_1_1,-2.2,2025-04-30 14:10:55,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.735641602630771,,C
B,facility_B_1,unit_B_1_2,-6.19,2025-04-30 14:22:57,sensor_2_4,-6.9,868,sqm,Sheffield,England,0.7685995392387254,,C
B,facility_B_1,unit_B_1_1,-2.16,2025-04-30 14:24:41,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7627366379094326,,C
B,facility_B_1,unit_B_1_1,-2.23,2025-04-30 14:38:27,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7524431383015339,,C
B,facility_B_1,unit_B_1_2,-6.15,2025-04-30 14:43:23,sensor_2_4,-6.9,868,sqm,Sheffield,England,0.7537058288578868,,C
B,facility_B_1,unit_B_1_1,-2.26,2025-04-30 14:52:13,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.754838180999361,,C
B,facility_B_1,unit_B_1_2,-6.14,2025-04-30 15:03:49,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7648524603680907,,C
B,facility_B_1,unit_B_1_1,-2.3,2025-04-30 15:05:59,sensor_1_3,-3.2,864,sqm,Sheffield,England,0.7545426087704121,,C
B,facility_B_1,unit_B_1_1,-2.19,2025-04-30 15:19:45,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.7566045223202713,,C
B,facility_B_1,unit_B_1_2,-6.03,2025-04-30 15:24:15,sensor_2_1,-6.9,868,sqm,Sheffield,England,0.7355552912801274,,C
B,facility_B_1,unit_B_1_1,-2.15,2025-04-30 15:33:31,sensor_1_3,-3.2,864,sqm,Sheffield,England,0.7678852214763855,,C
B,facility_B_1,unit_B_1_2,-6.01,2025-04-30 15:44:41,sensor_2_3,-6.9,868,sqm,Sheffield,England,0.7323689382925294,,C
B,facility_B_1,unit_B_1_1,-2.05,2025-04-30 15:47:17,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.752901924850615,,C
B,facility_B_1,unit_B_1_1,-1.98,2025-04-30 16:01:03,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.7574947128302599,,C
B,facility_B_1,unit_B_1_2,-5.93,2025-04-30 16:05:07,sensor_2_3,-6.9,868,sqm,Sheffield,England,0.7425075566426609,,C
B,facility_B_1,unit_B_1_1,-2.04,2025-04-30 16:14:49,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7572778881465444,,C
B,facility_B_1,unit_B_1_2,-6.03,2025-04-30 16:25:33,sensor_2_3,-6.9,868,sqm,Sheffield,England,0.7503427756617159,,C
B,facility_B_1,unit_B_1_1,-2.03,2025-04-30 16:28:35,sensor_1_3,-3.2,864,sqm,Sheffield,England,0.757196810778057,,C
B,facility_B_1,unit_B_1_1,-2.18,2025-04-30 16:42:21,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7477627189925423,,C
B,facility_B_1,unit_B_1_2,-6.08,2025-04-30 16:45:59,sensor_2_3,-6.9,868,sqm,Sheffield,England,0.7670304268316028,,C
B,facility_B_1,unit_B_1_1,-2.28,2025-04-30 16:56:07,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.7355101878305401,,C
B,facility_B_1,unit_B_1_2,-6.12,2025-04-30 17:06:25,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7690274769543991,,C
B,facility_B_1,unit_B_1_1,-2.05,2025-04-30 17:09:53,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7381809418849751,,C
B,facility_B_1,unit_B_1_1,-1.97,2025-04-30 17:23:39,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.750335267306666,,C
B,facility_B_1,unit_B_1_2,-6.14,2025-04-30 17:26:51,sensor_2_4,-6.9,868,sqm,Sheffield,England,0.7436204210440862,,C
B,facility_B_1,unit_B_1_1,-2.06,2025-04-30 17:37:25,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7359451932078077,,C
B,facility_B_1,unit_B_1_2,-6.07,2025-04-30 17:47:17,sensor_unknown_838,-6.9,868,sqm,Sheffield,England,0.747805283265197,,C
B,facility_B_1,unit_B_1_1,-1.94,2025-04-30 17:51:11,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7318146388497284,,C
