customer_id,facility_id,unit_id,temperature,timestamp,sensor_id,set_temperature,size,size_unit,city,country,quality_score,storage_room,degrees
I,facility_I_1,unit_I_1_1,-9.34,2025-03-13 11:39:29,sensor_freezer_unit_1_1,-9.4,2123,sqft,Manchester,England,0.8301584977652434,Freezer Unit 1,F
I,facility_I_1,unit_I_1_2,-21.72,2025-03-13 11:39:29,sensor_freezer_unit_2_3,-21.9,8113,sqft,Manchester,England,0.8518775258174837,Freezer Unit 2,F
I,facility_I_1,unit_I_1_3,-13.73,2025-03-13 11:39:29,sensor_freezer_unit_3_3,-13.8,1686,sqft,Manchester,England,0.8656308143528524,Freezer Unit 3,F
I,facility_I_1,unit_I_1_4,3.6,2025-03-13 11:39:29,sensor_freezer_unit_4_1,3.6,4047,sqft,Manchester,England,0.8594927070358537,Freezer Unit 4,F
I,facility_I_2,unit_I_2_1,-8.42,2025-03-13 11:39:29,sensor_freezer_unit_1_1,-8.6,5038,sqft,Birmingham,England,0.8337969650886501,Freezer Unit 1,F
I,facility_I_2,unit_I_2_2,-8.39,2025-03-13 11:39:29,sensor_freezer_unit_2_4,-8.3,3074,sqft,Birmingham,England,0.8506657787291458,Freezer Unit 2,F
I,facility_I_1,unit_I_1_3,-13.48,2025-03-13 11:47:18,sensor_freezer_unit_3_2,-13.8,1686,sqft,Manchester,England,0.8517372587081875,Freezer Unit 3,F
I,facility_I_2,unit_I_2_2,-8.2,2025-03-13 11:49:07,sensor_freezer_unit_2_3,-8.3,3074,sqft,Birmingham,England,0.8523125307138085,Freezer Unit 2,F
I,facility_I_2,unit_I_2_1,-8.35,2025-03-13 11:51:04,sensor_freezer_unit_1_4,-8.6,5038,sqft,Birmingham,England,0.8343527402071932,Freezer Unit 1,F
I,facility_I_1,unit_I_1_4,3.68,2025-03-13 11:51:09,sensor_freezer_unit_4_1,3.6,4047,sqft,Manchester,England,0.8307712659276305,Freezer Unit 4,F
I,facility_I_1,unit_I_1_2,-21.54,2025-03-13 11:51:32,sensor_freezer_unit_2_4,-21.9,8113,sqft,Manchester,England,0.843730853815929,Freezer Unit 2,F
I,facility_I_1,unit_I_1_1,-9.34,2025-03-13 11:53:43,sensor_freezer_unit_1_3,-9.4,2123,sqft,Manchester,England,0.8664371523307062,Freezer Unit 1,F
I,facility_I_1,unit_I_1_3,-13.46,2025-03-13 11:55:07,sensor_freezer_unit_3_3,-13.8,1686,sqft,Manchester,England,0.8533273174997908,Freezer Unit 3,F
I,facility_I_2,unit_I_2_2,-8.08,2025-03-13 11:58:45,sensor_freezer_unit_2_4,-8.3,3074,sqft,Birmingham,England,0.8417208607688945,Freezer Unit 2,F
I,facility_I_2,unit_I_2_1,-8.27,2025-03-13 12:02:39,sensor_freezer_unit_1_1,-8.6,5038,sqft,Birmingham,England,0.8551721864863274,Freezer Unit 1,F
I,facility_I_1,unit_I_1_4,3.77,2025-03-13 12:02:49,sensor_freezer_unit_4_4,3.6,4047,sqft,Manchester,England,0.85590906264405,Freezer Unit 4,F
I,facility_I_1,unit_I_1_3,-13.29,2025-03-13 12:02:56,sensor_freezer_unit_3_4,-13.8,1686,sqft,Manchester,England,0.8416033511357962,Freezer Unit 3,F
I,facility_I_1,unit_I_1_2,-21.4,2025-03-13 12:03:35,sensor_freezer_unit_2_3,-21.9,8113,sqft,Manchester,England,0.8558205543334637,Freezer Unit 2,F
I,facility_I_1,unit_I_1_1,-9.3,2025-03-13 12:07:57,sensor_freezer_unit_1_1,-9.4,2123,sqft,Manchester,England,0.8678936856487889,Freezer Unit 1,F
I,facility_I_2,unit_I_2_2,-7.95,2025-03-13 12:08:23,sensor_freezer_unit_2_3,-8.3,3074,sqft,Birmingham,England,0.8338706707953512,Freezer Unit 2,F
I,facility_I_1,unit_I_1_3,-13.07,2025-03-13 12:10:45,sensor_freezer_unit_3_3,-13.8,1686,sqft,Manchester,England,0.862205712446417,Freezer Unit 3,F
I,facility_I_2,unit_I_2_1,-8.21,2025-03-13 12:14:14,sensor_freezer_unit_1_1,-8.6,5038,sqft,Birmingham,England,0.8536792363040823,Freezer Unit 1,F
I,facility_I_1,unit_I_1_4,3.83,2025-03-13 12:14:29,sensor_freezer_unit_4_1,3.6,4047,sqft,Manchester,England,0.8424463934675915,Freezer Unit 4,F
I,facility_I_1,unit_I_1_2,-21.23,2025-03-13 12:15:38,sensor_freezer_unit_2_4,-21.9,8113,sqft,Manchester,England,0.8502724744543462,Freezer Unit 2,F
I,facility_I_2,unit_I_2_2,-7.79,2025-03-13 12:18:01,sensor_freezer_unit_2_1,-8.3,3074,sqft,Birmingham,England,0.838242708022516,Freezer Unit 2,F
I,facility_I_1,unit_I_1_3,-12.92,2025-03-13 12:18:34,sensor_freezer_unit_3_3,-13.8,1686,sqft,Manchester,England,0.8391335768311599,Freezer Unit 3,F
I,facility_I_1,unit_I_1_1,-9.05,2025-03-13 12:22:11,sensor_freezer_unit_1_3,-9.4,2123,sqft,Manchester,England,0.8441074501715353,Freezer Unit 1,F
I,facility_I_2,unit_I_2_1,-8.09,2025-03-13 12:25:49,sensor_freezer_unit_1_4,-8.6,5038,sqft,Birmingham,England,0.8435359311791049,Freezer Unit 1,F
I,facility_I_1,unit_I_1_4,3.93,2025-03-13 12:26:09,sensor_freezer_unit_4_3,3.6,4047,sqft,Manchester,England,0.8309204214470527,Freezer Unit 4,F
I,facility_I_1,unit_I_1_3,-12.79,2025-03-13 12:26:23,sensor_freezer_unit_3_3,-13.8,1686,sqft,Manchester,England,0.8366362889468639,Freezer Unit 3,F
I,facility_I_2,unit_I_2_2,-7.73,2025-03-13 12:27:39,sensor_freezer_unit_2_3,-8.3,3074,sqft,Birmingham,England,0.8428141439255774,Freezer Unit 2,F
I,facility_I_1,unit_I_1_2,-21.13,2025-03-13 12:27:41,sensor_freezer_unit_2_3,-21.9,8113,sqft,Manchester,England,0.8618189948556998,Freezer Unit 2,F
I,facility_I_1,unit_I_1_3,-12.72,2025-03-13 12:34:12,sensor_freezer_unit_3_3,-13.8,1686,sqft,Manchester,England,0.8430928866374072,Freezer Unit 3,F
I,facility_I_1,unit_I_1_1,-9.0,2025-03-13 12:36:25,sensor_freezer_unit_1_1,-9.4,2123,sqft,Manchester,England,0.8418718257103144,Freezer Unit 1,F
I,facility_I_2,unit_I_2_2,-7.91,2025-03-13 12:37:17,sensor_freezer_unit_2_2,-8.3,3074,sqft,Birmingham,England,0.8506277575608233,Freezer Unit 2,F
I,facility_I_2,unit_I_2_1,-8.05,2025-03-13 12:37:24,sensor_freezer_unit_1_1,-8.6,5038,sqft,Birmingham,England,0.8343204135157475,Freezer Unit 1,F
I,facility_I_1,unit_I_1_4,4.02,2025-03-13 12:37:49,sensor_freezer_unit_4_4,3.6,4047,sqft,Manchester,England,0.8697572506562541,Freezer Unit 4,F
I,facility_I_1,unit_I_1_2,-21.16,2025-03-13 12:39:44,sensor_freezer_unit_2_2,-21.9,8113,sqft,Manchester,England,0.8406397542622074,Freezer Unit 2,F
I,facility_I_1,unit_I_1_3,-12.6,2025-03-13 12:42:01,sensor_freezer_unit_3_1,-13.8,1686,sqft,Manchester,England,0.8612923320763265,Freezer Unit 3,F
I,facility_I_2,unit_I_2_2,-7.67,2025-03-13 12:46:55,sensor_freezer_unit_2_2,-8.3,3074,sqft,Birmingham,England,0.8562478281068625,Freezer Unit 2,F
I,facility_I_2,unit_I_2_1,-8.01,2025-03-13 12:48:59,sensor_freezer_unit_1_1,-8.6,5038,sqft,Birmingham,England,0.8523305451532072,Freezer Unit 1,F
I,facility_I_1,unit_I_1_4,3.93,2025-03-13 12:49:29,sensor_freezer_unit_4_2,3.6,4047,sqft,Manchester,England,0.8395275648335859,Freezer Unit 4,F
I,facility_I_1,unit_I_1_3,-12.61,2025-03-13 12:49:50,sensor_unknown_663,-13.8,1686,sqft,Manchester,England,0.8652353454668786,Freezer Unit 3,F
I,facility_I_1,unit_I_1_1,-8.99,2025-03-13 12:50:39,sensor_freezer_unit_1_1,-9.4,2123,sqft,Manchester,England,0.8394456892348332,Freezer Unit 1,F
I,facility_I_1,unit_I_1_2,-21.06,2025-03-13 12:51:47,sensor_freezer_unit_2_1,-21.9,8113,sqft,Manchester,England,0.8343740258143033,Freezer Unit 2,F
I,facility_I_2,unit_I_2_2,-7.68,2025-03-13 12:56:33,sensor_freezer_unit_2_3,-8.3,3074,sqft,Birmingham,England,0.8350768815803118,Freezer Unit 2,F
I,facility_I_1,unit_I_1_3,-12.6,2025-03-13 12:57:39,sensor_freezer_unit_3_1,-13.8,1686,sqft,Manchester,England,0.8507967441641003,Freezer Unit 3,F
I,facility_I_2,unit_I_2_1,-7.85,2025-03-13 13:00:34,sensor_freezer_unit_1_4,-8.6,5038,sqft,Birmingham,England,0.832308441682122,Freezer Unit 1,F
I,facility_I_1,unit_I_1_4,4.01,2025-03-13 13:01:09,sensor_unknown_886,3.6,4047,sqft,Manchester,England,0.8569780384655326,Freezer Unit 4,F
I,facility_I_1,unit_I_1_2,-20.98,2025-03-13 13:03:50,sensor_freezer_unit_2_2,-21.9,8113,sqft,Manchester,England,0.8559054795746188,Freezer Unit 2,F
I,facility_I_1,unit_I_1_1,-8.83,2025-03-13 13:04:53,sensor_freezer_unit_1_3,-9.4,2123,sqft,Manchester,England,0.8536837510098444,Freezer Unit 1,F
I,facility_I_1,unit_I_1_3,-12.56,2025-03-13 13:05:28,sensor_freezer_unit_3_4,-13.8,1686,sqft,Manchester,England,0.8437924573979746,Freezer Unit 3,F
I,facility_I_2,unit_I_2_2,-7.8,2025-03-13 13:06:11,sensor_freezer_unit_2_4,-8.3,3074,sqft,Birmingham,England,0.8509462085472259,Freezer Unit 2,F
I,facility_I_2,unit_I_2_1,-7.6,2025-03-13 13:12:09,sensor_freezer_unit_1_1,-8.6,5038,sqft,Birmingham,England,0.8521509231378326,Freezer Unit 1,F
I,facility_I_1,unit_I_1_4,4.04,2025-03-13 13:12:49,sensor_freezer_unit_4_4,3.6,4047,sqft,Manchester,England,0.8367155067380173,Freezer Unit 4,F
I,facility_I_1,unit_I_1_3,-12.55,2025-03-13 13:13:17,sensor_freezer_unit_3_1,-13.8,1686,sqft,Manchester,England,0.8612774503509386,Freezer Unit 3,F
I,facility_I_2,unit_I_2_2,-7.85,2025-03-13 13:15:49,sensor_freezer_unit_2_3,-8.3,3074,sqft,Birmingham,England,0.8383112332814339,Freezer Unit 2,F
I,facility_I_1,unit_I_1_2,-20.94,2025-03-13 13:15:53,sensor_freezer_unit_2_2,-21.9,8113,sqft,Manchester,England,0.8620903791562331,Freezer Unit 2,F
I,facility_I_1,unit_I_1_1,-8.83,2025-03-13 13:19:07,sensor_freezer_unit_1_2,-9.4,2123,sqft,Manchester,England,0.8413797180083017,Freezer Unit 1,F
I,facility_I_1,unit_I_1_3,-12.53,2025-03-13 13:21:06,sensor_freezer_unit_3_1,-13.8,1686,sqft,Manchester,England,0.8349205249683418,Freezer Unit 3,F
I,facility_I_2,unit_I_2_1,-7.56,2025-03-13 13:23:44,sensor_freezer_unit_1_4,-8.6,5038,sqft,Birmingham,England,0.8319860483762694,Freezer Unit 1,F
