customer_id,facility_id,unit_id,unit_name,temperature,temperature_unit,timestamp,sensor_id,set_temperature,size,size_unit,city,country,quality_score
G,facility_G_1,unit_G_1_1,Freezer Unit 1,-23.51,F,2025-06-17T20:38:25.989445,sensor_freezer_unit_1_1,-23.8,8872,sqft,Birmingham,England,0.858117925427637
G,facility_G_1,unit_G_1_2,Freezer Unit 2,-9.86,F,2025-06-17T20:38:25.989445,sensor_freezer_unit_2_4,-10.0,7077,sqft,Birmingham,England,0.8567276822444055
G,facility_G_2,unit_G_2_1,Freezer Unit 1,-14.11,F,2025-06-17T20:38:25.989445,sensor_freezer_unit_1_4,-14.2,2542,sqft,Birmingham,England,0.8636599275087099
G,facility_G_2,unit_G_2_2,Freezer Unit 2,-21.32,F,2025-06-17T20:38:25.989445,sensor_freezer_unit_2_4,-21.7,9756,sqft,Birmingham,England,0.8355111457796158
G,facility_G_2,unit_G_2_3,Freezer Unit 3,-1.58,F,2025-06-17T20:38:25.989445,sensor_freezer_unit_3_4,-1.5,7768,sqft,Birmingham,England,0.8540144541119359
G,facility_G_2,unit_G_2_4,Freezer Unit 4,-9.96,F,2025-06-17T20:38:25.989445,sensor_freezer_unit_4_2,-10.2,1827,sqft,Birmingham,England,0.8622363746081589
G,facility_G_1,unit_G_1_2,Freezer Unit 2,-9.65,F,2025-06-17T20:43:37.989445,sensor_freezer_unit_2_3,-10.0,7077,sqft,Birmingham,England,0.8491076283839656
G,facility_G_2,unit_G_2_4,Freezer Unit 4,-9.74,F,2025-06-17T20:48:04.989445,sensor_freezer_unit_4_3,-10.2,1827,sqft,Birmingham,England,0.8688472062903649
G,facility_G_1,unit_G_1_2,Freezer Unit 2,-9.7,F,2025-06-17T20:48:49.989445,sensor_freezer_unit_2_4,-10.0,7077,sqft,Birmingham,England,0.8500698613343565
G,facility_G_1,unit_G_1_1,Freezer Unit 1,-23.41,F,2025-06-17T20:50:59.989445,sensor_freezer_unit_1_2,-23.8,8872,sqft,Birmingham,England,0.8305354570884356
G,facility_G_2,unit_G_2_1,Freezer Unit 1,-13.9,F,2025-06-17T20:51:04.989445,sensor_freezer_unit_1_2,-14.2,2542,sqft,Birmingham,England,0.8456062569442532
G,facility_G_2,unit_G_2_3,Freezer Unit 3,-1.63,F,2025-06-17T20:51:26.989445,sensor_unknown_908,-1.5,7768,sqft,Birmingham,England,0.8526564665528723
G,facility_G_2,unit_G_2_2,Freezer Unit 2,-21.16,F,2025-06-17T20:52:40.989445,sensor_freezer_unit_2_3,-21.7,9756,sqft,Birmingham,England,0.8446804707976127
G,facility_G_1,unit_G_1_2,Freezer Unit 2,-9.77,F,2025-06-17T20:54:01.989445,sensor_unknown_424,-10.0,7077,sqft,Birmingham,England,0.8510545070342168
G,facility_G_2,unit_G_2_4,Freezer Unit 4,-9.72,F,2025-06-17T20:57:43.989445,sensor_freezer_unit_4_2,-10.2,1827,sqft,Birmingham,England,0.8501990168955024
G,facility_G_1,unit_G_1_2,Freezer Unit 2,-9.91,F,2025-06-17T20:59:13.989445,sensor_freezer_unit_2_2,-10.0,7077,sqft,Birmingham,England,0.831051813837916
G,facility_G_1,unit_G_1_1,Freezer Unit 1,-23.29,F,2025-06-17T21:03:33.989445,sensor_freezer_unit_1_1,-23.8,8872,sqft,Birmingham,England,0.8399705062055729
G,facility_G_2,unit_G_2_1,Freezer Unit 1,-13.8,F,2025-06-17T21:03:43.989445,sensor_unknown_88,-14.2,2542,sqft,Birmingham,England,0.8585836344027763
G,facility_G_1,unit_G_1_2,Freezer Unit 2,-9.85,F,2025-06-17T21:04:25.989445,sensor_freezer_unit_2_1,-10.0,7077,sqft,Birmingham,England,0.8428633870437605
G,facility_G_2,unit_G_2_3,Freezer Unit 3,-1.59,F,2025-06-17T21:04:27.989445,sensor_freezer_unit_3_1,-1.5,7768,sqft,Birmingham,England,0.8388892108694543
G,facility_G_2,unit_G_2_2,Freezer Unit 2,-21.05,F,2025-06-17T21:06:55.989445,sensor_freezer_unit_2_3,-21.7,9756,sqft,Birmingham,England,0.8379490600643611
G,facility_G_2,unit_G_2_4,Freezer Unit 4,-9.53,F,2025-06-17T21:07:22.989445,sensor_freezer_unit_4_4,-10.2,1827,sqft,Birmingham,England,0.8532778955948489
G,facility_G_1,unit_G_1_2,Freezer Unit 2,-9.74,F,2025-06-17T21:09:37.989445,sensor_freezer_unit_2_4,-10.0,7077,sqft,Birmingham,England,0.8446472285534381
G,facility_G_1,unit_G_1_2,Freezer Unit 2,-9.61,F,2025-06-17T21:14:49.989445,sensor_freezer_unit_2_3,-10.0,7077,sqft,Birmingham,England,0.868723922112068
G,facility_G_1,unit_G_1_1,Freezer Unit 1,-23.1,F,2025-06-17T21:16:07.989445,sensor_freezer_unit_1_2,-23.8,8872,sqft,Birmingham,England,0.8463489009988578
