customer_id,facility_id,unit_id,unit_name,temperature,temperature_unit,timestamp,sensor_id,set_temperature,size,size_unit,city,country,quality_score
I,facility_I_1,unit_I_1_1,Freezer Unit 1,-9.39,F,2025-06-17T20:31:38.567389,sensor_freezer_unit_1_3,-9.4,2123,sqft,Manchester,England,0.843723120982341
I,facility_I_1,unit_I_1_2,Freezer Unit 2,-21.72,F,2025-06-17T20:31:38.567389,sensor_freezer_unit_2_4,-21.9,8113,sqft,Manchester,England,0.8688638381229458
I,facility_I_1,unit_I_1_3,Freezer Unit 3,-13.59,F,2025-06-17T20:31:38.567389,sensor_freezer_unit_3_4,-13.8,1686,sqft,Manchester,England,0.8655834769284642
I,facility_I_1,unit_I_1_4,Freezer Unit 4,3.74,F,2025-06-17T20:31:38.567389,sensor_freezer_unit_4_4,3.6,4047,sqft,Manchester,England,0.8309067178282988
I,facility_I_2,unit_I_2_1,Freezer Unit 1,-8.65,F,2025-06-17T20:31:38.567389,sensor_freezer_unit_1_1,-8.6,5038,sqft,Birmingham,England,0.8385930674387071
I,facility_I_2,unit_I_2_2,Freezer Unit 2,-8.12,F,2025-06-17T20:31:38.567389,sensor_freezer_unit_2_1,-8.3,3074,sqft,Birmingham,England,0.8521175605037342
I,facility_I_1,unit_I_1_3,Freezer Unit 3,-13.46,F,2025-06-17T20:39:27.567389,sensor_freezer_unit_3_1,-13.8,1686,sqft,Manchester,England,0.8436622143439869
I,facility_I_2,unit_I_2_2,Freezer Unit 2,-7.94,F,2025-06-17T20:41:16.567389,sensor_freezer_unit_2_1,-8.3,3074,sqft,Birmingham,England,0.8529984088256185
I,facility_I_2,unit_I_2_1,Freezer Unit 1,-8.67,F,2025-06-17T20:43:13.567389,sensor_freezer_unit_1_3,-8.6,5038,sqft,Birmingham,England,0.8333119479022072
I,facility_I_1,unit_I_1_4,Freezer Unit 4,3.89,F,2025-06-17T20:43:18.567389,sensor_freezer_unit_4_2,3.6,4047,sqft,Manchester,England,0.8635696804519987
I,facility_I_1,unit_I_1_2,Freezer Unit 2,-21.62,F,2025-06-17T20:43:41.567389,sensor_freezer_unit_2_3,-21.9,8113,sqft,Manchester,England,0.8323428954174931
I,facility_I_1,unit_I_1_1,Freezer Unit 1,-9.26,F,2025-06-17T20:45:52.567389,sensor_freezer_unit_1_1,-9.4,2123,sqft,Manchester,England,0.8513151427485963
