customer_id,facility_id,unit_id,unit_name,temperature,temperature_unit,timestamp,sensor_id,set_temperature,size,size_unit,city,country,quality_score
B,facility_B_1,unit_B_1_1,,-3.12,C,2025-06-17T20:38:25.946316,sensor_1_3,-3.2,864,sqm,Sheffield,England,0.7420435177970047
B,facility_B_1,unit_B_1_2,,-6.66,C,2025-06-17T20:38:25.946316,sensor_2_4,-6.9,868,sqm,Sheffield,England,0.7483902798081412
B,facility_B_1,unit_B_1_1,,-3.14,C,2025-06-17T20:52:11.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7685942327655433
B,facility_B_1,unit_B_1_2,,-6.6,C,2025-06-17T20:58:51.946316,sensor_unknown_181,-6.9,868,sqm,Sheffield,England,0.76880515875882
B,facility_B_1,unit_B_1_1,,-3.15,C,2025-06-17T21:05:57.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7622164018798835
B,facility_B_1,unit_B_1_2,,-6.45,C,2025-06-17T21:19:17.946316,sensor_2_1,-6.9,868,sqm,Sheffield,England,0.7575493238790597
B,facility_B_1,unit_B_1_1,,-3.07,C,2025-06-17T21:19:43.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.763042582766234
B,facility_B_1,unit_B_1_1,,-2.88,C,2025-06-17T21:33:29.946316,sensor_1_3,-3.2,864,sqm,Sheffield,England,0.7389571645740155
B,facility_B_1,unit_B_1_2,,-6.3,C,2025-06-17T21:39:43.946316,sensor_unknown_689,-6.9,868,sqm,Sheffield,England,0.732827933839956
B,facility_B_1,unit_B_1_1,,-2.59,C,2025-06-17T21:47:15.946316,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.7375271399053598
B,facility_B_1,unit_B_1_2,,-6.24,C,2025-06-17T22:00:09.946316,sensor_2_1,-6.9,868,sqm,Sheffield,England,0.7480639047833254
B,facility_B_1,unit_B_1_1,,-2.65,C,2025-06-17T22:01:01.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7400050445404575
B,facility_B_1,unit_B_1_1,,-2.58,C,2025-06-17T22:14:47.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7324569012868254
B,facility_B_1,unit_B_1_2,,-6.35,C,2025-06-17T22:20:35.946316,sensor_2_1,-6.9,868,sqm,Sheffield,England,0.7451470510340976
B,facility_B_1,unit_B_1_1,,-2.54,C,2025-06-17T22:28:33.946316,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7485963477066025
B,facility_B_1,unit_B_1_2,,-6.21,C,2025-06-17T22:41:01.946316,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7527379010651887
B,facility_B_1,unit_B_1_1,,-2.46,C,2025-06-17T22:42:19.946316,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.7434599114011516
B,facility_B_1,unit_B_1_1,,-2.48,C,2025-06-17T22:56:05.946316,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.7581687671820562
B,facility_B_1,unit_B_1_2,,-6.16,C,2025-06-17T23:01:27.946316,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7413529392232439
B,facility_B_1,unit_B_1_1,,-2.47,C,2025-06-17T23:09:51.946316,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7323091884419358
B,facility_B_1,unit_B_1_2,,-6.18,C,2025-06-17T23:21:53.946316,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7642387856635787
B,facility_B_1,unit_B_1_1,,-2.49,C,2025-06-17T23:23:37.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7667639648494223
B,facility_B_1,unit_B_1_1,,-2.52,C,2025-06-17T23:37:23.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7428392051268399
B,facility_B_1,unit_B_1_2,,-6.24,C,2025-06-17T23:42:19.946316,sensor_2_3,-6.9,868,sqm,Sheffield,England,0.7505154342034248
B,facility_B_1,unit_B_1_1,,-2.6,C,2025-06-17T23:51:09.946316,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7412141929780357
B,facility_B_1,unit_B_1_2,,-6.25,C,2025-06-18T00:02:45.946316,sensor_unknown_104,-6.9,868,sqm,Sheffield,England,0.7593173153904406
B,facility_B_1,unit_B_1_1,,-2.6,C,2025-06-18T00:04:55.946316,sensor_unknown_60,-3.2,864,sqm,Sheffield,England,0.7435936099060174
B,facility_B_1,unit_B_1_1,,-2.5,C,2025-06-18T00:18:41.946316,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7516001943527452
B,facility_B_1,unit_B_1_2,,-6.14,C,2025-06-18T00:23:11.946316,sensor_2_4,-6.9,868,sqm,Sheffield,England,0.7377538806588988
B,facility_B_1,unit_B_1_1,,-2.61,C,2025-06-18T00:32:27.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7609361684292059
B,facility_B_1,unit_B_1_2,,-6.25,C,2025-06-18T00:43:37.946316,sensor_2_3,-6.9,868,sqm,Sheffield,England,0.7467081783395281
B,facility_B_1,unit_B_1_1,,-2.55,C,2025-06-18T00:46:13.946316,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7326167114942326
B,facility_B_1,unit_B_1_1,,-2.54,C,2025-06-18T00:59:59.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7338749853166414
B,facility_B_1,unit_B_1_2,,-6.3,C,2025-06-18T01:04:03.946316,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7505689821157587
B,facility_B_1,unit_B_1_1,,-2.6,C,2025-06-18T01:13:45.946316,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.7433360857832964
B,facility_B_1,unit_B_1_2,,-6.29,C,2025-06-18T01:24:29.946316,sensor_2_2,-6.9,868,sqm,Sheffield,England,0.7589856098279498
B,facility_B_1,unit_B_1_1,,-2.47,C,2025-06-18T01:27:31.946316,sensor_unknown_622,-3.2,864,sqm,Sheffield,England,0.7666142634587385
B,facility_B_1,unit_B_1_1,,-2.5,C,2025-06-18T01:41:17.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7402682058343143
B,facility_B_1,unit_B_1_2,,-6.26,C,2025-06-18T01:44:55.946316,sensor_2_4,-6.9,868,sqm,Sheffield,England,0.7542044899602076
B,facility_B_1,unit_B_1_1,,-2.58,C,2025-06-18T01:55:03.946316,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7571252767769068
B,facility_B_1,unit_B_1_2,,-6.16,C,2025-06-18T02:05:21.946316,sensor_2_1,-6.9,868,sqm,Sheffield,England,0.7332903681393346
B,facility_B_1,unit_B_1_1,,-2.49,C,2025-06-18T02:08:49.946316,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.7434810999305224
B,facility_B_1,unit_B_1_1,,-2.54,C,2025-06-18T02:22:35.946316,sensor_1_1,-3.2,864,sqm,Sheffield,England,0.7571070021854527
B,facility_B_1,unit_B_1_2,,-6.09,C,2025-06-18T02:25:47.946316,sensor_2_3,-6.9,868,sqm,Sheffield,England,0.756112360117012
B,facility_B_1,unit_B_1_1,,-2.79,C,2025-06-18T02:36:21.946316,sensor_1_2,-3.2,864,sqm,Sheffield,England,0.7678589530104551
B,facility_B_1,unit_B_1_2,,-6.0,C,2025-06-18T02:46:13.946316,sensor_2_4,-6.9,868,sqm,Sheffield,England,0.7602029030298366
B,facility_B_1,unit_B_1_1,,-2.71,C,2025-06-18T02:50:07.946316,sensor_1_3,-3.2,864,sqm,Sheffield,England,0.7318511537862835
B,facility_B_1,unit_B_1_1,,-2.76,C,2025-06-18T03:03:53.946316,sensor_1_3,-3.2,864,sqm,Sheffield,England,0.7437766103840777
B,facility_B_1,unit_B_1_2,,-6.06,C,2025-06-18T03:06:39.946316,sensor_2_3,-6.9,868,sqm,Sheffield,England,0.7575294689342456
B,facility_B_1,unit_B_1_1,,-2.75,C,2025-06-18T03:17:39.946316,sensor_1_4,-3.2,864,sqm,Sheffield,England,0.7585991789486652
