customer_id,facility_id,unit_id,unit_name,temperature,temperature_unit,timestamp,sensor_id,set_temperature,size,size_unit,city,country,quality_score
E,facility_E_1,unit_E_1_1,Freezer Unit 1,-15.89,F,2025-06-17T20:22:58.837176,sensor_freezer_unit_1_3,-16.1,6978,sqft,,England,0.8626335396559209
E,facility_E_1,unit_E_1_2,Freezer Unit 2,-2.9,F,2025-06-17T20:22:58.837176,sensor_freezer_unit_2_3,-2.9,2354,sqft,,England,0.8505027128171451
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-5.09,F,2025-06-17T20:22:58.837176,sensor_freezer_unit_3_4,-5.2,1568,sqft,,England,0.8504384251123415
E,facility_E_1,unit_E_1_4,Freezer Unit 4,-20.55,F,2025-06-17T20:22:58.837176,sensor_freezer_unit_4_3,-20.6,6996,sqft,,England,0.860729572330493
E,facility_E_2,unit_E_2_1,Freezer Unit 1,-0.92,F,2025-06-17T20:22:58.837176,sensor_freezer_unit_1_4,-1.0,4335,sqft,Birmingham,England,0.8380791113105344
E,facility_E_2,unit_E_2_2,Freezer Unit 2,-7.68,F,2025-06-17T20:22:58.837176,sensor_freezer_unit_2_3,-7.9,2003,sqft,Birmingham,England,0.8462449412558134
E,facility_E_2,unit_E_2_3,Freezer Unit 3,-14.19,F,2025-06-17T20:22:58.837176,sensor_freezer_unit_3_1,-14.4,4159,sqft,Birmingham,England,0.8671090729499273
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-5.0,F,2025-06-17T20:30:49.837176,sensor_freezer_unit_3_1,-5.2,1568,sqft,,England,0.8327050336369791
E,facility_E_1,unit_E_1_4,Freezer Unit 4,-20.41,F,2025-06-17T20:31:50.837176,sensor_freezer_unit_4_3,-20.6,6996,sqft,,England,0.8544925721534299
E,facility_E_1,unit_E_1_1,Freezer Unit 1,-15.85,F,2025-06-17T20:33:15.837176,sensor_freezer_unit_1_1,-16.1,6978,sqft,,England,0.8545203820615285
E,facility_E_2,unit_E_2_3,Freezer Unit 3,-14.06,F,2025-06-17T20:35:23.837176,sensor_freezer_unit_3_3,-14.4,4159,sqft,Birmingham,England,0.8463196981483505
E,facility_E_1,unit_E_1_2,Freezer Unit 2,-2.78,F,2025-06-17T20:36:28.837176,sensor_freezer_unit_2_1,-2.9,2354,sqft,,England,0.860499133240581
E,facility_E_2,unit_E_2_1,Freezer Unit 1,-0.89,F,2025-06-17T20:36:57.837176,sensor_freezer_unit_1_2,-1.0,4335,sqft,Birmingham,England,0.8691453440883135
E,facility_E_2,unit_E_2_2,Freezer Unit 2,-7.63,F,2025-06-17T20:37:02.837176,sensor_freezer_unit_2_4,-7.9,2003,sqft,Birmingham,England,0.8535767899436246
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-4.93,F,2025-06-17T20:38:40.837176,sensor_freezer_unit_3_4,-5.2,1568,sqft,,England,0.8336651157066552
E,facility_E_1,unit_E_1_4,Freezer Unit 4,-20.29,F,2025-06-17T20:40:42.837176,sensor_unknown_498,-20.6,6996,sqft,,England,0.8320143690377618
E,facility_E_1,unit_E_1_1,Freezer Unit 1,-15.76,F,2025-06-17T20:43:32.837176,sensor_freezer_unit_1_2,-16.1,6978,sqft,,England,0.8344697866253181
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-4.9,F,2025-06-17T20:46:31.837176,sensor_freezer_unit_3_4,-5.2,1568,sqft,,England,0.8699036315672894
E,facility_E_2,unit_E_2_3,Freezer Unit 3,-13.99,F,2025-06-17T20:47:48.837176,sensor_freezer_unit_3_2,-14.4,4159,sqft,Birmingham,England,0.8659316632798302
E,facility_E_1,unit_E_1_4,Freezer Unit 4,-20.14,F,2025-06-17T20:49:34.837176,sensor_unknown_153,-20.6,6996,sqft,,England,0.8476164720074381
E,facility_E_1,unit_E_1_2,Freezer Unit 2,-2.7,F,2025-06-17T20:49:58.837176,sensor_freezer_unit_2_2,-2.9,2354,sqft,,England,0.8427056340390947
E,facility_E_2,unit_E_2_1,Freezer Unit 1,-0.87,F,2025-06-17T20:50:56.837176,sensor_freezer_unit_1_2,-1.0,4335,sqft,Birmingham,England,0.8557961593580199
E,facility_E_2,unit_E_2_2,Freezer Unit 2,-7.42,F,2025-06-17T20:51:06.837176,sensor_freezer_unit_2_2,-7.9,2003,sqft,Birmingham,England,0.8619197549026124
E,facility_E_1,unit_E_1_1,Freezer Unit 1,-15.77,F,2025-06-17T20:53:49.837176,sensor_freezer_unit_1_2,-16.1,6978,sqft,,England,0.8416862830316736
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-4.76,F,2025-06-17T20:54:22.837176,sensor_freezer_unit_3_2,-5.2,1568,sqft,,England,0.8309784309698819
E,facility_E_1,unit_E_1_4,Freezer Unit 4,-20.08,F,2025-06-17T20:58:26.837176,sensor_freezer_unit_4_4,-20.6,6996,sqft,,England,0.8586077911565049
E,facility_E_2,unit_E_2_3,Freezer Unit 3,-13.76,F,2025-06-17T21:00:13.837176,sensor_freezer_unit_3_1,-14.4,4159,sqft,Birmingham,England,0.8544951525756855
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-4.64,F,2025-06-17T21:02:13.837176,sensor_freezer_unit_3_2,-5.2,1568,sqft,,England,0.8498733743831897
E,facility_E_1,unit_E_1_2,Freezer Unit 2,-2.61,F,2025-06-17T21:03:28.837176,sensor_unknown_656,-2.9,2354,sqft,,England,0.8526040539191074
E,facility_E_1,unit_E_1_1,Freezer Unit 1,-15.75,F,2025-06-17T21:04:06.837176,sensor_freezer_unit_1_4,-16.1,6978,sqft,,England,0.8336968076095304
E,facility_E_2,unit_E_2_1,Freezer Unit 1,-0.86,F,2025-06-17T21:04:55.837176,sensor_freezer_unit_1_4,-1.0,4335,sqft,Birmingham,England,0.8540090745100156
E,facility_E_2,unit_E_2_2,Freezer Unit 2,-7.15,F,2025-06-17T21:05:10.837176,sensor_freezer_unit_2_2,-7.9,2003,sqft,Birmingham,England,0.8574347048659685
E,facility_E_1,unit_E_1_4,Freezer Unit 4,-20.03,F,2025-06-17T21:07:18.837176,sensor_freezer_unit_4_4,-20.6,6996,sqft,,England,0.8445239763308126
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-4.49,F,2025-06-17T21:10:04.837176,sensor_freezer_unit_3_4,-5.2,1568,sqft,,England,0.8326211239154735
E,facility_E_2,unit_E_2_3,Freezer Unit 3,-13.62,F,2025-06-17T21:12:38.837176,sensor_freezer_unit_3_3,-14.4,4159,sqft,Birmingham,England,0.8388108760658776
E,facility_E_1,unit_E_1_1,Freezer Unit 1,-15.7,F,2025-06-17T21:14:23.837176,sensor_freezer_unit_1_2,-16.1,6978,sqft,,England,0.865692359345828
E,facility_E_1,unit_E_1_4,Freezer Unit 4,-19.83,F,2025-06-17T21:16:10.837176,sensor_freezer_unit_4_4,-20.6,6996,sqft,,England,0.8499046862944732
E,facility_E_1,unit_E_1_2,Freezer Unit 2,-2.53,F,2025-06-17T21:16:58.837176,sensor_freezer_unit_2_4,-2.9,2354,sqft,,England,0.8661843602387563
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-4.39,F,2025-06-17T21:17:55.837176,sensor_freezer_unit_3_3,-5.2,1568,sqft,,England,0.8479080461592814
E,facility_E_2,unit_E_2_1,Freezer Unit 1,-0.87,F,2025-06-17T21:18:54.837176,sensor_unknown_695,-1.0,4335,sqft,Birmingham,England,0.8592166786745644
E,facility_E_2,unit_E_2_2,Freezer Unit 2,-6.95,F,2025-06-17T21:19:14.837176,sensor_freezer_unit_2_1,-7.9,2003,sqft,Birmingham,England,0.8408354874080345
E,facility_E_1,unit_E_1_1,Freezer Unit 1,-15.49,F,2025-06-17T21:24:40.837176,sensor_freezer_unit_1_3,-16.1,6978,sqft,,England,0.8457235628221362
E,facility_E_1,unit_E_1_4,Freezer Unit 4,-19.69,F,2025-06-17T21:25:02.837176,sensor_freezer_unit_4_3,-20.6,6996,sqft,,England,0.8649104155875847
E,facility_E_2,unit_E_2_3,Freezer Unit 3,-13.49,F,2025-06-17T21:25:03.837176,sensor_freezer_unit_3_3,-14.4,4159,sqft,Birmingham,England,0.8327430761406353
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-4.26,F,2025-06-17T21:25:46.837176,sensor_freezer_unit_3_3,-5.2,1568,sqft,,England,0.8648850824890274
E,facility_E_1,unit_E_1_2,Freezer Unit 2,-2.44,F,2025-06-17T21:30:28.837176,sensor_freezer_unit_2_1,-2.9,2354,sqft,,England,0.8587011125910465
E,facility_E_2,unit_E_2_1,Freezer Unit 1,-0.84,F,2025-06-17T21:32:53.837176,sensor_freezer_unit_1_3,-1.0,4335,sqft,Birmingham,England,0.8332368584759425
E,facility_E_2,unit_E_2_2,Freezer Unit 2,-6.96,F,2025-06-17T21:33:18.837176,sensor_freezer_unit_2_2,-7.9,2003,sqft,Birmingham,England,0.8475508640524324
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-4.15,F,2025-06-17T21:33:37.837176,sensor_freezer_unit_3_4,-5.2,1568,sqft,,England,0.8350595767383366
E,facility_E_1,unit_E_1_4,Freezer Unit 4,-19.49,F,2025-06-17T21:33:54.837176,sensor_freezer_unit_4_3,-20.6,6996,sqft,,England,0.8492063633271836
E,facility_E_1,unit_E_1_1,Freezer Unit 1,-15.45,F,2025-06-17T21:34:57.837176,sensor_freezer_unit_1_3,-16.1,6978,sqft,,England,0.8528954221276753
E,facility_E_2,unit_E_2_3,Freezer Unit 3,-13.31,F,2025-06-17T21:37:28.837176,sensor_freezer_unit_3_1,-14.4,4159,sqft,Birmingham,England,0.855749282485036
E,facility_E_1,unit_E_1_3,Freezer Unit 3,-4.2,F,2025-06-17T21:41:28.837176,sensor_freezer_unit_3_4,-5.2,1568,sqft,,England,0.8303534530496215
E,facility_E_1,unit_E_1_4,Freezer Unit 4,-19.22,F,2025-06-17T21:42:46.837176,sensor_freezer_unit_4_4,-20.6,6996,sqft,,England,0.8444612349341794
E,facility_E_1,unit_E_1_2,Freezer Unit 2,-2.33,F,2025-06-17T21:43:58.837176,sensor_freezer_unit_2_3,-2.9,2354,sqft,,England,0.8674642271416845
